name_launch,date_utc,success,payloads,rocket,upcoming,launchpad,name_payload,mass_kg,type,orbit,customers
FalconSat,2006-03-24 22:30:00+00:00,False,5eb0e4b5b6c3bb0006eeb1e1,5e9d0d95eda69955f709d1eb,False,5e9e4502f5090995de566f86,FalconSAT-2,20.0,Satellite,LEO,DARPA
DemoSat,2007-03-21 01:10:00+00:00,False,5eb0e4b6b6c3bb0006eeb1e2,5e9d0d95eda69955f709d1eb,False,5e9e4502f5090995de566f86,DemoSAT,4701.5,Satellite,LEO,DARPA
Trailblazer,2008-08-03 03:34:00+00:00,False,5eb0e4b6b6c3bb0006eeb1e3,5e9d0d95eda69955f709d1eb,False,5e9e4502f5090995de566f86,Trailblazer,4701.5,Satellite,LEO,NASA
Trailblazer,2008-08-03 03:34:00+00:00,False,5eb0e4b6b6c3bb0006eeb1e4,5e9d0d95eda69955f709d1eb,False,5e9e4502f5090995de566f86,PRESat,4701.5,Satellite,LEO,ORS
RatSat,2008-09-28 23:15:00+00:00,True,5eb0e4b7b6c3bb0006eeb1e5,5e9d0d95eda69955f709d1eb,False,5e9e4502f5090995de566f86,RatSat,165.0,Satellite,LEO,SpaceX
RazakSat,2009-07-13 03:35:00+00:00,True,5eb0e4b7b6c3bb0006eeb1e6,5e9d0d95eda69955f709d1eb,False,5e9e4502f5090995de566f86,RazakSAT,200.0,Satellite,LEO,ATSB
Falcon 9 Test Flight,2010-06-04 18:45:00+00:00,True,5eb0e4b7b6c3bb0006eeb1e7,5e9d0d95eda69973a809d1ec,False,5e9e4501f509094ba4566f84,Dragon Qualification Unit,4701.5,Dragon Boilerplate,LEO,SpaceX
COTS 1,2010-12-08 15:43:00+00:00,True,5eb0e4b9b6c3bb0006eeb1e8,5e9d0d95eda69973a809d1ec,False,5e9e4501f509094ba4566f84,COTS Demo Flight 1,4701.5,Dragon 1.0,LEO,NASA(COTS)
COTS 1,2010-12-08 15:43:00+00:00,True,5eb0e4b9b6c3bb0006eeb1e9,5e9d0d95eda69973a809d1ec,False,5e9e4501f509094ba4566f84,Cubesats,4701.5,Satellite,LEO,NRO
COTS 2,2012-05-22 07:44:00+00:00,True,5eb0e4bab6c3bb0006eeb1ea,5e9d0d95eda69973a809d1ec,False,5e9e4501f509094ba4566f84,COTS Demo Flight 2,525.0,Dragon 1.0,LEO,NASA(COTS)
CRS-1,2012-10-08 00:35:00+00:00,True,5eb0e4bab6c3bb0006eeb1eb,5e9d0d95eda69973a809d1ec,False,5e9e4501f509094ba4566f84,CRS-1,400.0,Dragon 1.0,ISS,NASA (CRS)
CRS-1,2012-10-08 00:35:00+00:00,True,5eb0e4bab6c3bb0006eeb1ec,5e9d0d95eda69973a809d1ec,False,5e9e4501f509094ba4566f84,Orbcomm-OG2,400.0,Dragon 1.0,LEO,Orbcomm
CRS-2,2013-03-01 19:10:00+00:00,True,5eb0e4bbb6c3bb0006eeb1ed,5e9d0d95eda69973a809d1ec,False,5e9e4501f509094ba4566f84,CRS-2,677.0,Dragon 1.0,ISS,NASA (CRS)
CASSIOPE,2013-09-29 16:00:00+00:00,True,5eb0e4bbb6c3bb0006eeb1ee,5e9d0d95eda69973a809d1ec,False,5e9e4502f509092b78566f87,CASSIOPE,500.0,Satellite,PO,MDA
SES-8,2013-12-03 22:41:00+00:00,True,5eb0e4bbb6c3bb0006eeb1ef,5e9d0d95eda69973a809d1ec,False,5e9e4501f509094ba4566f84,SES-8,3170.0,Satellite,GTO,SES
Thaicom 6,2014-01-06 18:06:00+00:00,True,5eb0e4bbb6c3bb0006eeb1f0,5e9d0d95eda69973a809d1ec,False,5e9e4501f509094ba4566f84,Thaicom 6,3325.0,Satellite,GTO,Thaicom
CRS-3,2014-04-18 19:25:00+00:00,True,5eb0e4bbb6c3bb0006eeb1f1,5e9d0d95eda69973a809d1ec,False,5e9e4501f509094ba4566f84,CRS-3,2296.0,Dragon 1.1,ISS,NASA (CRS)
OG-2 Mission 1,2014-07-14 15:15:00+00:00,True,5eb0e4bcb6c3bb0006eeb1f2,5e9d0d95eda69973a809d1ec,False,5e9e4501f509094ba4566f84,Orbcomm-OG2-M1,1316.0,Satellite,LEO,Orbcomm
AsiaSat 8,2014-08-05 08:00:00+00:00,True,5eb0e4bcb6c3bb0006eeb1f3,5e9d0d95eda69973a809d1ec,False,5e9e4501f509094ba4566f84,AsiaSat 8,4535.0,Satellite,GTO,AsiaSat
AsiaSat 6,2014-09-07 05:00:00+00:00,True,5eb0e4bcb6c3bb0006eeb1f4,5e9d0d95eda69973a809d1ec,False,5e9e4501f509094ba4566f84,AsiaSat 6,4428.0,Satellite,GTO,AsiaSat
CRS-4,2014-09-21 05:52:00+00:00,True,5eb0e4bcb6c3bb0006eeb1f5,5e9d0d95eda69973a809d1ec,False,5e9e4501f509094ba4566f84,CRS-4,2216.0,Dragon 1.1,ISS,NASA (CRS)
CRS-5,2015-01-10 09:47:00+00:00,True,5eb0e4bdb6c3bb0006eeb1f6,5e9d0d95eda69973a809d1ec,False,5e9e4501f509094ba4566f84,CRS-5,2395.0,Dragon 1.1,ISS,NASA (CRS)
DSCOVR,2015-02-11 23:03:00+00:00,True,5eb0e4bdb6c3bb0006eeb1f7,5e9d0d95eda69973a809d1ec,False,5e9e4501f509094ba4566f84,DSCOVR,570.0,Satellite,ES-L1,"NASA, NOAA, USAF"
ABS-3A / Eutelsat 115W B,2015-03-02 03:50:00+00:00,True,5eb0e4bdb6c3bb0006eeb1f8,5e9d0d95eda69973a809d1ec,False,5e9e4501f509094ba4566f84,ABS-3A,1954.0,Satellite,GTO,ABS
ABS-3A / Eutelsat 115W B,2015-03-02 03:50:00+00:00,True,5eb0e4bdb6c3bb0006eeb1f9,5e9d0d95eda69973a809d1ec,False,5e9e4501f509094ba4566f84,Eutelsat 115 West B,2205.0,Satellite,GTO,Eutelsat
CRS-6,2015-04-14 20:10:00+00:00,True,5eb0e4bdb6c3bb0006eeb1fa,5e9d0d95eda69973a809d1ec,False,5e9e4501f509094ba4566f84,CRS-6,1898.0,Dragon 1.1,ISS,NASA (CRS)
TürkmenÄlem 52°E / MonacoSAT,2015-04-27 23:03:00+00:00,True,5eb0e4beb6c3bb0006eeb1fb,5e9d0d95eda69973a809d1ec,False,5e9e4501f509094ba4566f84,TürkmenÄlem 52°E / MonacoSAT,4707.0,Satellite,GTO,Turkmenistan National Space Agency
CRS-7,2015-06-28 14:21:00+00:00,False,5eb0e4beb6c3bb0006eeb1fc,5e9d0d95eda69973a809d1ec,False,5e9e4501f509094ba4566f84,CRS-7,2477.0,Dragon 1.1,ISS,NASA (CRS)
OG-2 Mission 2,2015-12-22 01:29:00+00:00,True,5eb0e4beb6c3bb0006eeb1fd,5e9d0d95eda69973a809d1ec,False,5e9e4501f509094ba4566f84,Orbcomm-OG2-M2,2034.0,Satellite,LEO,Orbcomm
Jason 3,2016-01-17 15:42:00+00:00,True,5eb0e4beb6c3bb0006eeb1fe,5e9d0d95eda69973a809d1ec,False,5e9e4502f509092b78566f87,Jason-3,553.0,Satellite,PO,"NASA, NOAA"
SES-9,2016-03-04 23:35:00+00:00,True,5eb0e4beb6c3bb0006eeb1ff,5e9d0d95eda69973a809d1ec,False,5e9e4501f509094ba4566f84,SES-9,5271.0,Satellite,GTO,SES
CRS-8,2016-04-08 20:43:00+00:00,True,5eb0e4bfb6c3bb0006eeb200,5e9d0d95eda69973a809d1ec,False,5e9e4501f509094ba4566f84,CRS-8,3136.0,Dragon 1.1,ISS,NASA (CRS)
JCSAT-2B,2016-05-06 05:21:00+00:00,True,5eb0e4bfb6c3bb0006eeb201,5e9d0d95eda69973a809d1ec,False,5e9e4501f509094ba4566f84,JCSAT-2B,4696.0,Satellite,GTO,SKY Perfect JSAT Group
Thaicom 8,2016-05-27 21:39:00+00:00,True,5eb0e4bfb6c3bb0006eeb202,5e9d0d95eda69973a809d1ec,False,5e9e4501f509094ba4566f84,Thaicom 8,3100.0,Satellite,GTO,Thaicom
ABS-2A / Eutelsat 117W B,2016-06-15 14:29:00+00:00,True,5eb0e4bfb6c3bb0006eeb203,5e9d0d95eda69973a809d1ec,False,5e9e4501f509094ba4566f84,ABS-2A,1800.0,Satellite,GTO,ABS
ABS-2A / Eutelsat 117W B,2016-06-15 14:29:00+00:00,True,5eb0e4bfb6c3bb0006eeb204,5e9d0d95eda69973a809d1ec,False,5e9e4501f509094ba4566f84,Eutelsat 117 West B,1800.0,Satellite,GTO,Eutelsat
CRS-9,2016-07-18 04:45:00+00:00,True,5eb0e4c0b6c3bb0006eeb205,5e9d0d95eda69973a809d1ec,False,5e9e4501f509094ba4566f84,CRS-9,2257.0,Dragon 1.1,ISS,NASA (CRS)
JCSAT-16,2016-08-14 05:26:00+00:00,True,5eb0e4c1b6c3bb0006eeb206,5e9d0d95eda69973a809d1ec,False,5e9e4501f509094ba4566f84,JCSAT-16,4600.0,Satellite,GTO,SKY Perfect JCSAT Group
Amos-6,2016-09-01 13:07:00+00:00,False,5eb0e4c1b6c3bb0006eeb207,5e9d0d95eda69973a809d1ec,False,5e9e4501f509094ba4566f84,Amos-6,5500.0,Satellite,GTO,Spacecom
Iridium NEXT Mission 1,2017-01-14 17:54:00+00:00,True,5eb0e4c2b6c3bb0006eeb208,5e9d0d95eda69973a809d1ec,False,5e9e4502f509092b78566f87,Iridium NEXT 1,9600.0,Satellite,PO,Iridium Communications
CRS-10,2017-02-19 14:39:00+00:00,True,5eb0e4c3b6c3bb0006eeb209,5e9d0d95eda69973a809d1ec,False,5e9e4502f509094188566f88,CRS-10,2490.0,Dragon 1.1,ISS,NASA (CRS)
EchoStar 23,2017-03-16 06:00:00+00:00,True,5eb0e4c3b6c3bb0006eeb20a,5e9d0d95eda69973a809d1ec,False,5e9e4502f509094188566f88,EchoStar 23,5600.0,Satellite,GTO,EchoStar
SES-10,2017-03-30 22:27:00+00:00,True,5eb0e4c3b6c3bb0006eeb20b,5e9d0d95eda69973a809d1ec,False,5e9e4502f509094188566f88,SES-10,5300.0,Satellite,GTO,SES
NROL-76,2017-05-01 11:15:00+00:00,True,5eb0e4c3b6c3bb0006eeb20c,5e9d0d95eda69973a809d1ec,False,5e9e4502f509094188566f88,NROL-76,4701.5,Satellite,LEO,NRO
Inmarsat-5 F4,2017-05-15 23:21:00+00:00,True,5eb0e4c3b6c3bb0006eeb20d,5e9d0d95eda69973a809d1ec,False,5e9e4502f509094188566f88,Inmarsat-5 F4,6070.0,Satellite,GTO,Inmarsat
CRS-11,2017-06-03 21:07:00+00:00,True,5eb0e4c4b6c3bb0006eeb20e,5e9d0d95eda69973a809d1ec,False,5e9e4502f509094188566f88,CRS-11,2708.0,Dragon 1.1,ISS,NASA (CRS)
BulgariaSat-1,2017-06-23 19:10:00+00:00,True,5eb0e4c4b6c3bb0006eeb20f,5e9d0d95eda69973a809d1ec,False,5e9e4502f509094188566f88,BulgariaSat-1,3669.0,Satellite,GTO,Bulgaria Sat
Iridium NEXT Mission 2,2017-06-25 20:25:00+00:00,True,5eb0e4c4b6c3bb0006eeb210,5e9d0d95eda69973a809d1ec,False,5e9e4502f509092b78566f87,Iridium NEXT 2,9600.0,Satellite,PO,Iridium Communications
Intelsat 35e,2017-07-05 23:35:00+00:00,True,5eb0e4c4b6c3bb0006eeb211,5e9d0d95eda69973a809d1ec,False,5e9e4502f509094188566f88,Intelsat 35e,6761.0,Satellite,GTO,Intelsat
CRS-12,2017-08-14 16:31:00+00:00,True,5eb0e4c4b6c3bb0006eeb212,5e9d0d95eda69973a809d1ec,False,5e9e4502f509094188566f88,CRS-12,2910.0,Dragon 1.1,ISS,NASA (CRS)
FormoSat-5,2017-08-24 18:50:00+00:00,True,5eb0e4c4b6c3bb0006eeb213,5e9d0d95eda69973a809d1ec,False,5e9e4502f509092b78566f87,FormoSat-5,475.0,Satellite,SSO,NSPO (Taiwan)
Boeing X-37B OTV-5,2017-09-07 13:50:00+00:00,True,5eb0e4c5b6c3bb0006eeb214,5e9d0d95eda69973a809d1ec,False,5e9e4502f509094188566f88,X-37B OTV-5,4990.0,Satellite,LEO,USAF
Iridium NEXT Mission 3,2017-10-09 12:37:00+00:00,True,5eb0e4c5b6c3bb0006eeb215,5e9d0d95eda69973a809d1ec,False,5e9e4502f509092b78566f87,Iridium NEXT 3,9600.0,Satellite,PO,Iridium Communications
SES-11 / Echostar 105,2017-10-11 22:53:00+00:00,True,5eb0e4c5b6c3bb0006eeb216,5e9d0d95eda69973a809d1ec,False,5e9e4502f509094188566f88,SES-11 / Echostar 105,5200.0,Satellite,GTO,"SES, Echostar"
KoreaSat 5A,2017-10-30 19:34:00+00:00,True,5eb0e4c5b6c3bb0006eeb217,5e9d0d95eda69973a809d1ec,False,5e9e4502f509094188566f88,KoreaSat 5A,3700.0,Satellite,GTO,KT Corporation
CRS-13,2017-12-15 15:36:00+00:00,True,5eb0e4c5b6c3bb0006eeb218,5e9d0d95eda69973a809d1ec,False,5e9e4501f509094ba4566f84,CRS-13,2205.0,Dragon 1.1,ISS,NASA (CRS)
Iridium NEXT Mission 4,2017-12-23 01:27:23+00:00,True,5eb0e4c6b6c3bb0006eeb219,5e9d0d95eda69973a809d1ec,False,5e9e4502f509092b78566f87,Iridium NEXT 4,9600.0,Satellite,PO,Iridium Communications
ZUMA,2018-01-08 01:00:00+00:00,True,5eb0e4c6b6c3bb0006eeb21a,5e9d0d95eda69973a809d1ec,False,5e9e4501f509094ba4566f84,ZUMA,4701.5,Satellite,LEO,Northrop Grumman
SES-16 / GovSat-1,2018-01-31 21:25:00+00:00,True,5eb0e4c6b6c3bb0006eeb21b,5e9d0d95eda69973a809d1ec,False,5e9e4501f509094ba4566f84,GovSat-1,4230.0,Satellite,GTO,GovSat
Falcon Heavy Test Flight,2018-02-06 20:45:00+00:00,True,5eb0e4c6b6c3bb0006eeb21c,5e9d0d95eda69974db09d1ed,False,5e9e4502f509094188566f88,Tesla Roadster,1350.0,Satellite,HCO,SpaceX
Paz / Starlink Demo,2018-02-22 14:17:00+00:00,True,5eb0e4c6b6c3bb0006eeb21d,5e9d0d95eda69973a809d1ec,False,5e9e4502f509092b78566f87,Paz,1350.0,Satellite,SSO,HisdeSAT
Paz / Starlink Demo,2018-02-22 14:17:00+00:00,True,5eb0e4c6b6c3bb0006eeb21e,5e9d0d95eda69973a809d1ec,False,5e9e4502f509092b78566f87,Tintin A & B,800.0,Satellite,SSO,SpaceX
Hispasat 30W-6,2018-03-06 05:33:00+00:00,True,5eb0e4c7b6c3bb0006eeb21f,5e9d0d95eda69973a809d1ec,False,5e9e4501f509094ba4566f84,Hispasat 30W-6,6092.0,Satellite,GTO,Hispasat
Iridium NEXT Mission 5,2018-03-30 14:13:51+00:00,True,5eb0e4c7b6c3bb0006eeb220,5e9d0d95eda69973a809d1ec,False,5e9e4502f509092b78566f87,Iridium NEXT 5,9600.0,Satellite,PO,Iridium Communications
CRS-14,2018-04-02 20:30:41+00:00,True,5eb0e4c7b6c3bb0006eeb221,5e9d0d95eda69973a809d1ec,False,5e9e4501f509094ba4566f84,CRS-14,2760.0,Dragon 1.1,ISS,NASA (CRS)
TESS,2018-04-18 22:51:00+00:00,True,5eb0e4c7b6c3bb0006eeb222,5e9d0d95eda69973a809d1ec,False,5e9e4501f509094ba4566f84,TESS,350.0,Satellite,HEO,NASA
Bangabandhu-1,2018-05-11 20:14:00+00:00,True,5eb0e4c7b6c3bb0006eeb223,5e9d0d95eda69973a809d1ec,False,5e9e4502f509094188566f88,Bangabandhu-1,3750.0,Satellite,GTO,Bangladesh Gov
Iridium NEXT Mission 6,2018-05-22 19:47:58+00:00,True,5eb0e4c7b6c3bb0006eeb224,5e9d0d95eda69973a809d1ec,False,5e9e4502f509092b78566f87,Iridium NEXT 6,4300.0,Satellite,PO,Iridium Communications
Iridium NEXT Mission 6,2018-05-22 19:47:58+00:00,True,5eb0e4c8b6c3bb0006eeb225,5e9d0d95eda69973a809d1ec,False,5e9e4502f509092b78566f87,GRACE-FO 1-2,1160.0,Satellite,PO,"NASA, DLR"
SES-12,2018-06-04 04:45:00+00:00,True,5eb0e4c8b6c3bb0006eeb226,5e9d0d95eda69973a809d1ec,False,5e9e4501f509094ba4566f84,SES-12,5383.85,Satellite,GTO,SES
CRS-15,2018-06-29 09:42:00+00:00,True,5eb0e4c8b6c3bb0006eeb227,5e9d0d95eda69973a809d1ec,False,5e9e4501f509094ba4566f84,CRS-15,2410.0,Dragon 1.1,ISS,NASA (CRS)
Telstar 19V,2018-07-22 05:50:00+00:00,True,5eb0e4c8b6c3bb0006eeb228,5e9d0d95eda69973a809d1ec,False,5e9e4501f509094ba4566f84,Telstar 19V,7076.0,Satellite,GTO,Telesat
Iridium NEXT Mission 7,2018-07-25 11:39:26+00:00,True,5eb0e4c9b6c3bb0006eeb229,5e9d0d95eda69973a809d1ec,False,5e9e4502f509092b78566f87,Iridium NEXT 7,9600.0,Satellite,PO,Iridium Communications
Merah Putih,2018-08-07 05:18:00+00:00,True,5eb0e4c9b6c3bb0006eeb22a,5e9d0d95eda69973a809d1ec,False,5e9e4501f509094ba4566f84,Telkom-4,5800.0,Satellite,GTO,Telkom
Telstar 18V,2018-09-10 04:45:00+00:00,True,5eb0e4c9b6c3bb0006eeb22b,5e9d0d95eda69973a809d1ec,False,5e9e4501f509094ba4566f84,Telstar 18V,7060.0,Satellite,GTO,Telesat
SAOCOM 1A,2018-10-08 02:22:00+00:00,True,5eb0e4c9b6c3bb0006eeb22c,5e9d0d95eda69973a809d1ec,False,5e9e4502f509092b78566f87,SAOCOM 1A,2800.0,Satellite,SSO,CONAE
Es’hail 2,2018-11-15 20:46:00+00:00,True,5eb0e4c9b6c3bb0006eeb22d,5e9d0d95eda69973a809d1ec,False,5e9e4502f509094188566f88,Es’hail 2,3000.0,Satellite,GTO,Es’hailSat
SSO-A,2018-12-03 18:34:00+00:00,True,5eb0e4c9b6c3bb0006eeb22e,5e9d0d95eda69973a809d1ec,False,5e9e4502f509092b78566f87,SSO-A,4000.0,Satellite,SSO,"Spaceflight Industries, Inc"
CRS-16,2018-12-05 18:16:00+00:00,True,5eb0e4cab6c3bb0006eeb22f,5e9d0d95eda69973a809d1ec,False,5e9e4501f509094ba4566f84,CRS-16,2573.0,Dragon 1.1,ISS,NASA (CRS)
